OR4F5	ENSG00000186092.7	ENST00000641515.2
HELZ2	ENSG00000130589.16	ENST00000467148.2
GMEB2	ENSG00000101216.11	ENST00000370077.2
STMN3	ENSG00000197457.10	ENST00000370053.3
RTEL1	ENSG00000258366.12	ENST00000370018.7
RTEL1-TNFRSF6B	ENSG00000026036.23	ENST00000492259.6
TNFRSF6B	ENSG00000243509.6	ENST00000369996.3
ARFRP1	ENSG00000101246.20	ENST00000614942.4
ZGPAT	ENSG00000197114.12	ENST00000448100.6
ENSG00000273154	ENSG00000273154.3	ENST00000490623.3
LIME1	ENSG00000203896.10	ENST00000309546.8
ENSG00000273047	ENSG00000273047.1	ENST00000467211.1
SLC2A4RG	ENSG00000125520.14	ENST00000266077.5
ZBTB46	ENSG00000130584.12	ENST00000245663.9
ABHD16B	ENSG00000183260.7	ENST00000369916.5
TPD52L2	ENSG00000101150.18	ENST00000611972.4
DNAJC5	ENSG00000101152.12	ENST00000360864.9
UCKL1	ENSG00000198276.16	ENST00000354216.11
ZNF512B	ENSG00000196700.9	ENST00000369888.6
SAMD10	ENSG00000130590.14	ENST00000369886.8
PRPF6	ENSG00000101161.8	ENST00000266079.5
C20orf204	ENSG00000196421.9	ENST00000636176.2
SOX18	ENSG00000203883.7	ENST00000340356.9
TCEA2	ENSG00000171703.17	ENST00000361317.6
RGS19	ENSG00000171700.14	ENST00000332298.9
OPRL1	ENSG00000125510.18	ENST00000336866.7
LKAAEAR1	ENSG00000171695.11	ENST00000302096.5
MYT1	ENSG00000196132.14	ENST00000659024.1
NPBWR2	ENSG00000125522.4	ENST00000684052.1
PCMTD2	ENSG00000203880.13	ENST00000308824.11
TPTE	ENSG00000274391.5	ENST00000622113.4
POTED	ENSG00000166351.11	ENST00000299443.6
LIPI	ENSG00000188992.12	ENST00000681601.1
RBM11	ENSG00000185272.14	ENST00000400577.4
HSPA13	ENSG00000155304.6	ENST00000285667.4
SAMSN1	ENSG00000155307.19	ENST00000647101.1
NRIP1	ENSG00000180530.11	ENST00000318948.7
USP25	ENSG00000155313.16	ENST00000400183.7
CXADR	ENSG00000154639.19	ENST00000400169.1
BTG3	ENSG00000154640.15	ENST00000348354.7
C21orf91	ENSG00000154642.11	ENST00000284881.9
CHODL	ENSG00000154645.14	ENST00000400128.5
TMPRSS15	ENSG00000154646.9	ENST00000284885.8
NCAM2	ENSG00000154654.15	ENST00000400546.6
MRPL39	ENSG00000154719.14	ENST00000307301.11
JAM2	ENSG00000154721.15	ENST00000480456.6
ATP5PF	ENSG00000154723.13	ENST00000400099.5
GABPA	ENSG00000154727.11	ENST00000354828.7
APP	ENSG00000142192.22	ENST00000359726.7
CYYR1	ENSG00000166265.13	ENST00000652641.2
ADAMTS1	ENSG00000154734.16	ENST00000284984.8
ADAMTS5	ENSG00000154736.6	ENST00000284987.6
N6AMT1	ENSG00000156239.12	ENST00000351429.7
LTN1	ENSG00000198862.14	ENST00000614971.4
RWDD2B	ENSG00000156253.7	ENST00000493196.2
USP16	ENSG00000156256.15	ENST00000399975.7
CCT8	ENSG00000156261.13	ENST00000540844.5
MAP3K7CL	ENSG00000156265.17	ENST00000341618.8
BACH1	ENSG00000156273.16	ENST00000286800.8
GRIK1	ENSG00000171189.18	ENST00000399914.5
CLDN17	ENSG00000156282.5	ENST00000286808.5
CLDN8	ENSG00000156284.6	ENST00000399899.2
KRTAP24-1	ENSG00000188694.6	ENST00000340345.6
KRTAP25-1	ENSG00000232263.1	ENST00000416044.1
KRTAP26-1	ENSG00000197683.5	ENST00000360542.5
KRTAP27-1	ENSG00000206107.2	ENST00000382835.2
KRTAP23-1	ENSG00000186980.7	ENST00000334160.6
KRTAP13-2	ENSG00000182816.9	ENST00000399889.4
KRTAP13-1	ENSG00000198390.5	ENST00000355459.4
KRTAP13-3	ENSG00000240432.4	ENST00000390690.3
KRTAP13-4	ENSG00000186971.4	ENST00000334068.4
KRTAP15-1	ENSG00000186970.5	ENST00000334067.5
KRTAP19-1	ENSG00000184351.8	ENST00000390689.3
KRTAP19-2	ENSG00000186965.5	ENST00000334055.5
KRTAP19-3	ENSG00000244025.5	ENST00000334063.6
KRTAP19-4	ENSG00000186967.7	ENST00000334058.3
KRTAP19-5	ENSG00000186977.3	ENST00000334151.3
KRTAP19-6	ENSG00000186925.6	ENST00000334046.5
KRTAP19-7	ENSG00000244362.3	ENST00000334849.2
KRTAP22-2	ENSG00000206106.2	ENST00000382830.2
KRTAP6-3	ENSG00000212938.3	ENST00000391624.1
KRTAP6-2	ENSG00000186930.4	ENST00000334897.4
KRTAP22-1	ENSG00000186924.3	ENST00000334680.3
KRTAP6-1	ENSG00000184724.5	ENST00000329122.2
KRTAP20-1	ENSG00000244624.3	ENST00000334664.3
KRTAP20-4	ENSG00000206105.2	ENST00000382828.2
KRTAP20-2	ENSG00000184032.3	ENST00000330798.3
KRTAP20-3	ENSG00000206104.2	ENST00000382826.2
KRTAP21-3	ENSG00000231068.1	ENST00000444335.1
KRTAP21-2	ENSG00000187026.3	ENST00000333892.3
KRTAP21-1	ENSG00000187005.5	ENST00000335093.5
KRTAP8-1	ENSG00000183640.6	ENST00000329621.6
KRTAP7-1	ENSG00000274749.1	ENST00000621162.1
KRTAP11-1	ENSG00000182591.6	ENST00000332378.6
KRTAP19-8	ENSG00000206102.2	ENST00000382822.2
TIAM1	ENSG00000156299.15	ENST00000286827.7
SOD1	ENSG00000142168.15	ENST00000389995.4
SCAF4	ENSG00000156304.15	ENST00000286835.12
HUNK	ENSG00000142149.9	ENST00000270112.7
MIS18A	ENSG00000159055.4	ENST00000290130.4
MRAP	ENSG00000170262.13	ENST00000399784.6
URB1	ENSG00000142207.7	ENST00000382751.4
EVA1C	ENSG00000166979.13	ENST00000401402.7
CFAP298-TCP10L	ENSG00000265590.10	ENST00000673985.1
TCP10L	ENSG00000242220.9	ENST00000300258.8
CFAP298	ENSG00000159079.19	ENST00000290155.8
SYNJ1	ENSG00000159082.18	ENST00000382499.7
PAXBP1	ENSG00000159086.15	ENST00000331923.9
EPCIP	ENSG00000205929.11	ENST00000479548.2
OLIG2	ENSG00000205927.5	ENST00000333337.3
OLIG1	ENSG00000184221.13	ENST00000382348.2
IFNAR2	ENSG00000159110.22	ENST00000683941.1
IFNAR2-IL10RB	ENSG00000249624.10	ENST00000433395.7
IL10RB	ENSG00000243646.11	ENST00000609556.3
IFNAR1	ENSG00000142166.15	ENST00000700084.1
IFNGR2	ENSG00000159128.16	ENST00000290219.11
TMEM50B	ENSG00000142188.17	ENST00000542230.7
DNAJC28	ENSG00000177692.13	ENST00000381947.4
GART	ENSG00000159131.17	ENST00000381839.7
SON	ENSG00000159140.23	ENST00000356577.10
DONSON	ENSG00000159147.18	ENST00000303113.10
ENSG00000249209	ENSG00000249209.2	ENST00000429238.2
CRYZL1	ENSG00000205758.12	ENST00000290244.9
ITSN1	ENSG00000205726.15	ENST00000381318.8
ATP5PO	ENSG00000241837.7	ENST00000290299.7
ENSG00000293606	ENSG00000293606.1	ENST00000715811.1
SLC5A3	ENSG00000198743.7	ENST00000381151.5
MRPS6	ENSG00000243927.7	ENST00000399312.3
KCNE2	ENSG00000159197.5	ENST00000715813.1
SMIM11	ENSG00000205670.12	ENST00000399299.5
C21orf140	ENSG00000222018.2	ENST00000410005.2
SMIM34	ENSG00000243627.6	ENST00000450895.2
KCNE1	ENSG00000180509.13	ENST00000399286.3
ENSG00000288711	ENSG00000288711.1	ENST00000684114.1
RCAN1	ENSG00000159200.18	ENST00000313806.9
CLIC6	ENSG00000159212.13	ENST00000349499.3
RUNX1	ENSG00000159216.20	ENST00000300305.7
SETD4	ENSG00000185917.14	ENST00000399201.5
CBR1	ENSG00000159228.13	ENST00000530908.5
CBR3	ENSG00000159231.6	ENST00000290354.6
DOP1B	ENSG00000142197.13	ENST00000691173.1
MORC3	ENSG00000159256.13	ENST00000400485.6
CHAF1B	ENSG00000159259.8	ENST00000314103.6
CLDN14	ENSG00000159261.12	ENST00000342108.2
SIM2	ENSG00000159263.16	ENST00000290399.11
HLCS	ENSG00000159267.17	ENST00000336648.8
RIPPLY3	ENSG00000183145.9	ENST00000329553.3
PIGP	ENSG00000185808.14	ENST00000464265.5
TTC3	ENSG00000182670.14	ENST00000418766.6
VPS26C	ENSG00000157538.14	ENST00000309117.11
DYRK1A	ENSG00000157540.22	ENST00000647188.2
KCNJ6	ENSG00000157542.11	ENST00000645093.1
KCNJ15	ENSG00000157551.19	ENST00000328656.8
ERG	ENSG00000157554.20	ENST00000442448.5
ETS2	ENSG00000157557.13	ENST00000360214.8
PSMG1	ENSG00000183527.12	ENST00000331573.8
BRWD1	ENSG00000185658.14	ENST00000333229.6
HMGN1	ENSG00000205581.11	ENST00000380749.10
GET1	ENSG00000182093.16	ENST00000415847.3
GET1-SH3BGR	ENSG00000285815.1	ENST00000647779.1
LCA5L	ENSG00000157578.14	ENST00000288350.8
SH3BGR	ENSG00000185437.16	ENST00000380637.7
B3GALT5	ENSG00000183778.19	ENST00000380620.8
IGSF5	ENSG00000183067.6	ENST00000380588.5
PCP4	ENSG00000183036.11	ENST00000328619.10
DSCAM	ENSG00000171587.15	ENST00000400454.6
BACE2	ENSG00000182240.16	ENST00000347667.5
FAM3B	ENSG00000183844.17	ENST00000357985.7
MX2	ENSG00000183486.14	ENST00000330714.8
MX1	ENSG00000157601.15	ENST00000679386.1
TMPRSS2	ENSG00000184012.14	ENST00000454499.6
RIPK4	ENSG00000183421.12	ENST00000352483.3
PRDM15	ENSG00000141956.14	ENST00000422911.6
C2CD2	ENSG00000157617.17	ENST00000380486.4
ZBTB21	ENSG00000173276.14	ENST00000310826.10
UMODL1	ENSG00000177398.19	ENST00000400424.6
ABCG1	ENSG00000160179.20	ENST00000398457.6
TFF3	ENSG00000160180.17	ENST00000518498.3
TFF2	ENSG00000160181.9	ENST00000291526.5
TFF1	ENSG00000160182.3	ENST00000291527.3
TMPRSS3	ENSG00000160183.17	ENST00000433957.7
UBASH3A	ENSG00000160185.15	ENST00000319294.11
RSPH1	ENSG00000160188.10	ENST00000291536.8
SLC37A1	ENSG00000160190.14	ENST00000398341.7
PDE9A	ENSG00000160191.18	ENST00000291539.11
WDR4	ENSG00000160193.12	ENST00000330317.6
NDUFV3	ENSG00000160194.18	ENST00000340344.4
ERVH48-1	ENSG00000233056.4	ENST00000447535.2
PKNOX1	ENSG00000160199.15	ENST00000432907.6
CBS	ENSG00000160200.18	ENST00000352178.9
U2AF1	ENSG00000160201.12	ENST00000291552.9
CRYAA	ENSG00000160202.8	ENST00000291554.6
SIK1	ENSG00000142178.9	ENST00000270162.8
HSF2BP	ENSG00000160207.9	ENST00000291560.7
H2BC12L	ENSG00000234289.6	ENST00000599962.2
RRP1B	ENSG00000160208.13	ENST00000340648.6
PDXK	ENSG00000160209.19	ENST00000468090.5
CSTB	ENSG00000160213.10	ENST00000640406.1
RRP1	ENSG00000160214.13	ENST00000497547.2
AGPAT3	ENSG00000160216.21	ENST00000291572.13
ENSG00000288593	ENSG00000288593.1	ENST00000674444.1
TRAPPC10	ENSG00000160218.13	ENST00000291574.9
PWP2	ENSG00000241945.8	ENST00000291576.12
GATD3	ENSG00000160221.18	ENST00000644251.1
ICOSLG	ENSG00000160223.18	ENST00000643466.2
DNMT3L	ENSG00000142182.9	ENST00000270172.7
AIRE	ENSG00000160224.17	ENST00000291582.6
PFKL	ENSG00000141959.17	ENST00000349048.9
CFAP410	ENSG00000160226.16	ENST00000339818.9
TRPM2	ENSG00000142185.18	ENST00000300482.9
LRRC3	ENSG00000160233.8	ENST00000291592.6
TSPEAR	ENSG00000175894.18	ENST00000323084.9
KRTAP10-1	ENSG00000215455.4	ENST00000400375.1
KRTAP10-2	ENSG00000205445.3	ENST00000391621.1
KRTAP10-3	ENSG00000212935.2	ENST00000391620.2
KRTAP10-4	ENSG00000215454.7	ENST00000400374.4
KRTAP10-5	ENSG00000241123.1	ENST00000400372.1
KRTAP10-6	ENSG00000188155.11	ENST00000400368.1
KRTAP10-7	ENSG00000272804.3	ENST00000609664.2
KRTAP10-8	ENSG00000187766.1	ENST00000334662.2
KRTAP10-9	ENSG00000221837.7	ENST00000397911.5
KRTAP10-10	ENSG00000221859.2	ENST00000380095.2
KRTAP10-11	ENSG00000243489.4	ENST00000334670.9
KRTAP12-4	ENSG00000212933.1	ENST00000391618.1
KRTAP12-3	ENSG00000205439.10	ENST00000397907.1
KRTAP12-2	ENSG00000221864.4	ENST00000360770.3
KRTAP12-1	ENSG00000187175.5	ENST00000391617.1
KRTAP10-12	ENSG00000189169.8	ENST00000400365.3
UBE2G2	ENSG00000184787.19	ENST00000345496.7
SUMO3	ENSG00000184900.16	ENST00000411651.6
PTTG1IP	ENSG00000183255.12	ENST00000445724.3
ITGB2	ENSG00000160255.19	ENST00000397850.6
SLX9	ENSG00000160256.14	ENST00000291634.11
ADARB1	ENSG00000197381.18	ENST00000348831.9
POFUT2	ENSG00000186866.17	ENST00000331343.11
COL18A1	ENSG00000182871.16	ENST00000651438.1
SLC19A1	ENSG00000173638.19	ENST00000650808.1
PCBP3	ENSG00000183570.17	ENST00000400314.5
COL6A1	ENSG00000142156.16	ENST00000361866.8
COL6A2	ENSG00000142173.17	ENST00000300527.9
FTCD	ENSG00000160282.15	ENST00000291670.9
SPATC1L	ENSG00000160284.15	ENST00000330205.10
LSS	ENSG00000160285.15	ENST00000356396.8
MCM3AP	ENSG00000160294.11	ENST00000397708.1
YBEY	ENSG00000182362.14	ENST00000397701.9
C21orf58	ENSG00000160298.18	ENST00000397682.7
PCNT	ENSG00000160299.19	ENST00000359568.10
ENSG00000286224	ENSG00000286224.1	ENST00000652508.1
DIP2A	ENSG00000160305.19	ENST00000417564.3
S100B	ENSG00000160307.10	ENST00000291700.9
PRMT2	ENSG00000160310.20	ENST00000397638.7
OR11H1	ENSG00000130538.6	ENST00000643195.1
POTEH	ENSG00000198062.16	ENST00000343518.11
CCT8L2	ENSG00000198445.4	ENST00000359963.4
XKR3	ENSG00000172967.8	ENST00000684488.1
GAB4	ENSG00000215568.9	ENST00000400588.5
IL17RA	ENSG00000177663.15	ENST00000319363.11
TMEM121B	ENSG00000183307.4	ENST00000399875.1
HDHD5	ENSG00000069998.12	ENST00000155674.9
ADA2	ENSG00000093072.19	ENST00000649310.2
CECR2	ENSG00000099954.19	ENST00000400585.7
SLC25A18	ENSG00000182902.14	ENST00000327451.11
ATP6V1E1	ENSG00000131100.13	ENST00000253413.10
BCL2L13	ENSG00000099968.18	ENST00000337612.9
BID	ENSG00000015475.19	ENST00000614949.4
MICAL3	ENSG00000243156.9	ENST00000441493.7
PEX26	ENSG00000215193.14	ENST00000329627.11
ENSG00000288683	ENSG00000288683.1	ENST00000474897.6
TUBA8	ENSG00000183785.16	ENST00000679963.1
USP18	ENSG00000184979.12	ENST00000699060.2
GGTLC3	ENSG00000274252.1	ENST00000619998.1
TMEM191B	ENSG00000278558.6	ENST00000612978.5
RIMBP3	ENSG00000275793.1	ENST00000619918.1
FAM246B	ENSG00000286175.1	ENST00000652395.1
DGCR6	ENSG00000183628.14	ENST00000413981.5
ENSG00000283809	ENSG00000283809.1	ENST00000638240.1
PRODH	ENSG00000100033.17	ENST00000610940.4
FAM246C	ENSG00000286025.2	ENST00000652053.1
DGCR2	ENSG00000070413.21	ENST00000537045.5
ESS2	ENSG00000100056.12	ENST00000252137.11
TSSK2	ENSG00000206203.5	ENST00000399635.4
GSC2	ENSG00000063515.3	ENST00000086933.3
SLC25A1	ENSG00000100075.10	ENST00000215882.10
CLTCL1	ENSG00000070371.16	ENST00000427926.6
HIRA	ENSG00000100084.14	ENST00000263208.5
MRPL40	ENSG00000185608.9	ENST00000333130.4
C22orf39	ENSG00000242259.9	ENST00000399562.9
UFD1	ENSG00000070010.19	ENST00000263202.15
CDC45	ENSG00000093009.11	ENST00000407835.6
CLDN5	ENSG00000184113.10	ENST00000406028.1
SEPTIN5	ENSG00000184702.20	ENST00000455784.7
ENSG00000284874	ENSG00000284874.1	ENST00000455843.5
GP1BB	ENSG00000203618.6	ENST00000366425.4
TBX1	ENSG00000184058.16	ENST00000359500.7
GNB1L	ENSG00000185838.14	ENST00000329517.11
RTL10	ENSG00000215012.9	ENST00000407472.5
TXNRD2	ENSG00000184470.21	ENST00000400525.6
COMT	ENSG00000093010.15	ENST00000361682.11
ARVCF	ENSG00000099889.14	ENST00000263207.8
TANGO2	ENSG00000183597.16	ENST00000401886.5
DGCR8	ENSG00000128191.17	ENST00000704820.1
TRMT2A	ENSG00000099899.16	ENST00000403707.7
RANBP1	ENSG00000099901.18	ENST00000430524.6
ZDHHC8	ENSG00000099904.16	ENST00000334554.12
CCDC188	ENSG00000234409.7	ENST00000439765.4
RTN4R	ENSG00000040608.14	ENST00000043402.8
DGCR6L	ENSG00000128185.10	ENST00000248879.8
ZNF74	ENSG00000185252.19	ENST00000611540.4
SCARF2	ENSG00000244486.9	ENST00000622235.5
ENSG00000277971	ENSG00000277971.1	ENST00000429594.1
KLHL22	ENSG00000099910.17	ENST00000328879.9
MED15	ENSG00000099917.17	ENST00000292733.11
PI4KA	ENSG00000241973.11	ENST00000255882.11
SERPIND1	ENSG00000099937.11	ENST00000215727.10
SNAP29	ENSG00000099940.12	ENST00000215730.12
CRKL	ENSG00000099942.13	ENST00000354336.8
AIFM3	ENSG00000183773.16	ENST00000399167.6
LZTR1	ENSG00000099949.22	ENST00000646124.2
THAP7	ENSG00000184436.12	ENST00000215742.9
TUBA3FP	ENSG00000284130.2	ENST00000422086.5
ENSG00000291240	ENSG00000291240.1	ENST00000706202.1
P2RX6	ENSG00000099957.17	ENST00000413302.7
SLC7A4	ENSG00000099960.13	ENST00000382932.3
LRRC74B	ENSG00000187905.11	ENST00000442047.3
FAM246A	ENSG00000286102.1	ENST00000652479.1
RIMBP3B	ENSG00000274600.2	ENST00000620804.2
HIC2	ENSG00000169635.10	ENST00000407464.7
TMEM191C	ENSG00000206140.12	ENST00000682920.1
RIMBP3C	ENSG00000183246.8	ENST00000433039.2
UBE2L3	ENSG00000185651.16	ENST00000458578.6
YDJC	ENSG00000161179.14	ENST00000292778.11
CCDC116	ENSG00000161180.11	ENST00000292779.4
SDF2L1	ENSG00000128228.5	ENST00000248958.5
PPIL2	ENSG00000100023.20	ENST00000335025.12
YPEL1	ENSG00000100027.17	ENST00000339468.8
MAPK1	ENSG00000100030.15	ENST00000215832.11
PPM1F	ENSG00000100034.14	ENST00000263212.10
TOP3B	ENSG00000100038.20	ENST00000357179.10
VPREB1	ENSG00000169575.5	ENST00000403807.4
ZNF280B	ENSG00000275004.4	ENST00000626650.3
ZNF280A	ENSG00000169548.3	ENST00000302097.3
PRAME	ENSG00000185686.18	ENST00000398743.6
GGTLC2	ENSG00000100121.14	ENST00000448514.3
IGLL5	ENSG00000254709.8	ENST00000532223.2
RSPH14	ENSG00000100218.12	ENST00000216036.9
GNAZ	ENSG00000128266.9	ENST00000615612.2
RAB36	ENSG00000100228.14	ENST00000263116.8
BCR	ENSG00000186716.21	ENST00000305877.13
IGLL1	ENSG00000128322.7	ENST00000330377.3
DRICH1	ENSG00000189269.13	ENST00000317749.9
RGL4	ENSG00000159496.15	ENST00000401461.5
ZNF70	ENSG00000187792.5	ENST00000341976.5
VPREB3	ENSG00000128218.8	ENST00000248948.4
C22orf15	ENSG00000169314.15	ENST00000402217.8
CHCHD10	ENSG00000250479.9	ENST00000484558.3
MMP11	ENSG00000099953.10	ENST00000215743.8
SMARCB1	ENSG00000099956.20	ENST00000644036.2
DERL3	ENSG00000099958.15	ENST00000318109.12
SLC2A11	ENSG00000133460.20	ENST00000345044.10
ENSG00000251357	ENSG00000251357.4	ENST00000433835.3
MIF	ENSG00000240972.2	ENST00000215754.8
GSTT2B	ENSG00000133433.11	ENST00000290765.9
DDTL	ENSG00000099974.8	ENST00000215770.6
DDT	ENSG00000099977.16	ENST00000703965.1
GSTT2	ENSG00000099984.12	ENST00000634759.1
GSTT4	ENSG00000276950.6	ENST00000621179.6
CABIN1	ENSG00000099991.18	ENST00000263119.10
SUSD2	ENSG00000099994.11	ENST00000358321.4
GGT5	ENSG00000099998.19	ENST00000263112.11
SPECC1L	ENSG00000100014.20	ENST00000437398.5
SPECC1L-ADORA2A	ENSG00000258555.6	ENST00000358654.2
ADORA2A	ENSG00000128271.22	ENST00000611543.4
UPB1	ENSG00000100024.15	ENST00000326010.10
GUCD1	ENSG00000138867.17	ENST00000621833.4
SNRPD3	ENSG00000100028.12	ENST00000402849.5
ENSG00000286070	ENSG00000286070.2	ENST00000652248.1
LRRC75B	ENSG00000178026.13	ENST00000318753.13
GGT1	ENSG00000100031.19	ENST00000400382.6
PIWIL3	ENSG00000184571.14	ENST00000616349.5
SGSM1	ENSG00000167037.19	ENST00000400358.9
LHFPL7	ENSG00000206069.8	ENST00000640159.2
KIAA1671	ENSG00000197077.14	ENST00000358431.8
CRYBB3	ENSG00000100053.10	ENST00000215855.7
CRYBB2	ENSG00000244752.3	ENST00000651629.1
GRK3	ENSG00000100077.16	ENST00000324198.11
MYO18B	ENSG00000133454.16	ENST00000335473.12
SEZ6L	ENSG00000100095.19	ENST00000248933.11
ASPHD2	ENSG00000128203.7	ENST00000215906.6
HPS4	ENSG00000100099.22	ENST00000398145.7
SRRD	ENSG00000100104.13	ENST00000215917.11
TFIP11	ENSG00000100109.17	ENST00000407690.6
TPST2	ENSG00000128294.16	ENST00000403880.5
CRYBB1	ENSG00000100122.7	ENST00000647684.1
CRYBA4	ENSG00000196431.4	ENST00000354760.4
MN1	ENSG00000169184.7	ENST00000302326.5
PITPNB	ENSG00000180957.19	ENST00000335272.10
TTC28	ENSG00000100154.15	ENST00000397906.7
CHEK2	ENSG00000183765.24	ENST00000348295.7
HSCB	ENSG00000100209.11	ENST00000216027.8
CCDC117	ENSG00000159873.10	ENST00000421503.6
XBP1	ENSG00000100219.17	ENST00000216037.10
ZNRF3	ENSG00000183579.16	ENST00000544604.7
C22orf31	ENSG00000100249.5	ENST00000216071.5
KREMEN1	ENSG00000183762.13	ENST00000327813.9
EMID1	ENSG00000186998.16	ENST00000334018.11
RHBDD3	ENSG00000100263.14	ENST00000216085.12
EWSR1	ENSG00000182944.18	ENST00000629659.2
GAS2L1	ENSG00000185340.16	ENST00000616432.5
RASL10A	ENSG00000100276.10	ENST00000216101.7
AP1B1	ENSG00000100280.17	ENST00000432560.6
RFPL1	ENSG00000128250.5	ENST00000354373.2
NEFH	ENSG00000100285.10	ENST00000310624.7
THOC5	ENSG00000100296.14	ENST00000490103.6
NIPSNAP1	ENSG00000184117.12	ENST00000216121.12
NF2	ENSG00000186575.20	ENST00000413209.6
CABP7	ENSG00000100314.4	ENST00000216144.4
ZMAT5	ENSG00000100319.13	ENST00000344318.4
UQCR10	ENSG00000184076.13	ENST00000330029.6
ASCC2	ENSG00000100325.15	ENST00000542393.5
MTMR3	ENSG00000100330.16	ENST00000333027.7
HORMAD2	ENSG00000176635.18	ENST00000336726.11
LIF	ENSG00000128342.5	ENST00000249075.4
OSM	ENSG00000099985.4	ENST00000215781.3
CASTOR1	ENSG00000239282.8	ENST00000404953.7
ENSG00000248751	ENSG00000248751.6	ENST00000434291.5
TBC1D10A	ENSG00000099992.16	ENST00000215790.12
SF3A1	ENSG00000099995.19	ENST00000215793.13
CCDC157	ENSG00000187860.11	ENST00000338306.8
RNF215	ENSG00000099999.15	ENST00000382363.8
SEC14L2	ENSG00000100003.18	ENST00000615189.5
ENSG00000249590	ENSG00000249590.7	ENST00000439838.5
MTFP1	ENSG00000242114.6	ENST00000266263.10
SEC14L3	ENSG00000100012.12	ENST00000403066.5
SEC14L4	ENSG00000133488.15	ENST00000255858.12
SEC14L6	ENSG00000214491.9	ENST00000402034.7
GAL3ST1	ENSG00000128242.13	ENST00000406361.6
PES1	ENSG00000100029.18	ENST00000402281.5
TCN2	ENSG00000185339.10	ENST00000215838.8
SLC35E4	ENSG00000100036.13	ENST00000406566.1
DUSP18	ENSG00000167065.14	ENST00000407308.1
OSBP2	ENSG00000184792.16	ENST00000403222.7
MORC2	ENSG00000133422.14	ENST00000397641.8
TUG1	ENSG00000253352.10	ENST00000644773.3
SMTN	ENSG00000183963.19	ENST00000333137.12
SELENOM	ENSG00000198832.11	ENST00000402395.5
INPP5J	ENSG00000185133.15	ENST00000331075.10
PLA2G3	ENSG00000100078.4	ENST00000215885.4
RNF185	ENSG00000138942.17	ENST00000326132.11
LIMK2	ENSG00000182541.18	ENST00000331728.9
PIK3IP1	ENSG00000100100.14	ENST00000441972.5
PATZ1	ENSG00000100105.18	ENST00000266269.10
DRG1	ENSG00000185721.14	ENST00000331457.9
EIF4ENIF1	ENSG00000184708.18	ENST00000330125.10
SFI1	ENSG00000198089.16	ENST00000540643.5
PISD	ENSG00000241878.12	ENST00000439502.7
PRR14L	ENSG00000183530.14	ENST00000327423.11
DEPDC5	ENSG00000100150.20	ENST00000642696.1
ENSG00000285404	ENSG00000285404.1	ENST00000646701.1
YWHAH	ENSG00000128245.15	ENST00000397492.1
SLC5A1	ENSG00000100170.10	ENST00000266088.9
C22orf42	ENSG00000205856.4	ENST00000382097.4
RFPL2	ENSG00000128253.16	ENST00000652607.2
SLC5A4	ENSG00000100191.6	ENST00000266086.6
RFPL3	ENSG00000128276.10	ENST00000397468.5
RTCB	ENSG00000100220.12	ENST00000216038.6
BPIFC	ENSG00000184459.10	ENST00000397452.5
FBXO7	ENSG00000100225.18	ENST00000266087.12
SYN3	ENSG00000185666.16	ENST00000358763.7
TIMP3	ENSG00000100234.12	ENST00000266085.7
LARGE1	ENSG00000133424.22	ENST00000413114.6
ISX	ENSG00000175329.13	ENST00000308700.6
HMGXB4	ENSG00000100281.14	ENST00000216106.6
TOM1	ENSG00000100284.22	ENST00000447733.5
HMOX1	ENSG00000100292.18	ENST00000216117.9
MCM5	ENSG00000100297.16	ENST00000216122.9
RASD2	ENSG00000100302.7	ENST00000216127.5
MB	ENSG00000198125.13	ENST00000359787.5
APOL6	ENSG00000221963.6	ENST00000409652.5
APOL5	ENSG00000128313.2	ENST00000249044.2
RBFOX2	ENSG00000100320.24	ENST00000438146.7
APOL3	ENSG00000128284.21	ENST00000361710.6
APOL4	ENSG00000100336.18	ENST00000616056.4
APOL2	ENSG00000128335.14	ENST00000249066.10
APOL1	ENSG00000100342.22	ENST00000426053.5
MYH9	ENSG00000100345.23	ENST00000685801.1
TXN2	ENSG00000100348.10	ENST00000216185.7
FOXRED2	ENSG00000100350.16	ENST00000684868.1
EIF3D	ENSG00000100353.18	ENST00000216190.13
CACNG2	ENSG00000166862.7	ENST00000300105.7
IFT27	ENSG00000100360.15	ENST00000340630.9
PVALB	ENSG00000100362.13	ENST00000216200.9
NCF4	ENSG00000100365.16	ENST00000397147.7
CSF2RB	ENSG00000100368.15	ENST00000403662.8
CIMIP4	ENSG00000185264.12	ENST00000381821.2
TST	ENSG00000128311.14	ENST00000622841.1
MPST	ENSG00000128309.18	ENST00000401419.7
KCTD17	ENSG00000100379.18	ENST00000402077.8
TMPRSS6	ENSG00000187045.19	ENST00000406856.7
IL2RB	ENSG00000100385.15	ENST00000453962.6
C1QTNF6	ENSG00000133466.14	ENST00000397110.6
SSTR3	ENSG00000278195.2	ENST00000610913.2
RAC2	ENSG00000128340.16	ENST00000249071.11
CYTH4	ENSG00000100055.21	ENST00000248901.11
ELFN2	ENSG00000166897.16	ENST00000402918.7
MFNG	ENSG00000100060.18	ENST00000416983.7
CARD10	ENSG00000100065.15	ENST00000403299.5
CDC42EP1	ENSG00000128283.7	ENST00000249014.5
LGALS2	ENSG00000100079.7	ENST00000215886.6
GGA1	ENSG00000100083.20	ENST00000715689.1
SH3BP1	ENSG00000100092.24	ENST00000649765.2
